5[ -0.496422 ]
6[ -0.499308 ]
7[ -0.499902 ]
8[ -0.500016 ]
9[ -0.500034 ]
10[ -0.500035 ]
11[ -0.500033 ]
12[ -0.500031 ]
50[ -0.500009 ]
