100 3831.91
160 6024.59
220 7938.98
280 10055.5
340 12315.6
400 14744.3
460 16324.8
520 19441
580 23251.2
640 22289.5
700 25911.7
760 27668
820 31018.3
880 30849.1
940 34738.7

